,country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,address,non_residential_change_from_baseline
148299,PH,Philippines,MIMAROPA,,2020-04-28,-70.0,-61.0,-46.0,-73.0,-54.0,28.0,"MIMAROPA, Philippines",-60.8
148300,PH,Philippines,MIMAROPA,,2020-04-29,-71.0,-63.0,-45.0,-72.0,-52.0,28.0,"MIMAROPA, Philippines",-60.6
148301,PH,Philippines,MIMAROPA,,2020-04-30,-69.0,-60.0,-43.0,-71.0,-52.0,28.0,"MIMAROPA, Philippines",-59.0
148302,PH,Philippines,MIMAROPA,,2020-05-01,-66.0,-57.0,-45.0,-71.0,-55.0,31.0,"MIMAROPA, Philippines",-58.8
148303,PH,Philippines,MIMAROPA,,2020-05-02,-65.0,-57.0,-47.0,-71.0,-28.0,22.0,"MIMAROPA, Philippines",-53.6
148304,PH,Philippines,MIMAROPA,,2020-05-03,-68.0,-60.0,-49.0,-74.0,-22.0,21.0,"MIMAROPA, Philippines",-54.6
148305,PH,Philippines,MIMAROPA,,2020-05-04,-55.0,-45.0,-41.0,-66.0,-42.0,25.0,"MIMAROPA, Philippines",-49.8
148306,PH,Philippines,MIMAROPA,,2020-05-05,-55.0,-46.0,-42.0,-67.0,-43.0,24.0,"MIMAROPA, Philippines",-50.6
148307,PH,Philippines,MIMAROPA,,2020-05-06,-54.0,-43.0,-40.0,-65.0,-41.0,25.0,"MIMAROPA, Philippines",-48.6
148308,PH,Philippines,MIMAROPA,,2020-05-07,-55.0,-43.0,-40.0,-66.0,-42.0,25.0,"MIMAROPA, Philippines",-49.2
148309,PH,Philippines,MIMAROPA,,2020-05-08,-56.0,-45.0,-39.0,-70.0,-38.0,26.0,"MIMAROPA, Philippines",-49.6
148310,PH,Philippines,MIMAROPA,,2020-05-09,-57.0,-45.0,-44.0,-68.0,-20.0,21.0,"MIMAROPA, Philippines",-46.8
148311,PH,Philippines,MIMAROPA,,2020-05-10,-58.0,-48.0,-45.0,-71.0,-14.0,19.0,"MIMAROPA, Philippines",-47.2
148312,PH,Philippines,MIMAROPA,,2020-05-11,-52.0,-41.0,-39.0,-66.0,-37.0,25.0,"MIMAROPA, Philippines",-47.0
148313,PH,Philippines,MIMAROPA,,2020-05-12,-52.0,-42.0,-40.0,-63.0,-39.0,23.0,"MIMAROPA, Philippines",-47.2
148314,PH,Philippines,MIMAROPA,,2020-05-13,-54.0,-44.0,-40.0,-67.0,-37.0,24.0,"MIMAROPA, Philippines",-48.4
148315,PH,Philippines,MIMAROPA,,2020-05-14,-53.0,-44.0,-40.0,-66.0,-40.0,24.0,"MIMAROPA, Philippines",-48.6
148316,PH,Philippines,MIMAROPA,,2020-05-15,-52.0,-42.0,-41.0,-71.0,-36.0,24.0,"MIMAROPA, Philippines",-48.4
148317,PH,Philippines,MIMAROPA,,2020-05-16,-52.0,-39.0,-42.0,-67.0,-14.0,19.0,"MIMAROPA, Philippines",-42.8
148318,PH,Philippines,MIMAROPA,,2020-05-17,-58.0,-46.0,-45.0,-70.0,-10.0,19.0,"MIMAROPA, Philippines",-45.8
148319,PH,Philippines,MIMAROPA,,2020-05-18,-45.0,-32.0,-36.0,-60.0,-33.0,23.0,"MIMAROPA, Philippines",-41.2
148320,PH,Philippines,MIMAROPA,,2020-05-19,-47.0,-34.0,-38.0,-62.0,-35.0,21.0,"MIMAROPA, Philippines",-43.2
148321,PH,Philippines,MIMAROPA,,2020-05-20,-48.0,-35.0,-37.0,-62.0,-34.0,22.0,"MIMAROPA, Philippines",-43.2
148322,PH,Philippines,MIMAROPA,,2020-05-21,-48.0,-36.0,-38.0,-61.0,-36.0,23.0,"MIMAROPA, Philippines",-43.8
148323,PH,Philippines,MIMAROPA,,2020-05-22,-47.0,-34.0,-38.0,-63.0,-31.0,23.0,"MIMAROPA, Philippines",-42.6
148324,PH,Philippines,MIMAROPA,,2020-05-23,-56.0,-42.0,-45.0,-65.0,-13.0,19.0,"MIMAROPA, Philippines",-44.2
148325,PH,Philippines,MIMAROPA,,2020-05-24,-57.0,-45.0,-43.0,-68.0,-9.0,18.0,"MIMAROPA, Philippines",-44.4
148326,PH,Philippines,MIMAROPA,,2020-05-25,-50.0,-37.0,-37.0,-63.0,-47.0,26.0,"MIMAROPA, Philippines",-46.8
148327,PH,Philippines,MIMAROPA,,2020-05-26,-45.0,-33.0,-35.0,-60.0,-30.0,20.0,"MIMAROPA, Philippines",-40.6
148328,PH,Philippines,MIMAROPA,,2020-05-27,-46.0,-33.0,-36.0,-59.0,-30.0,21.0,"MIMAROPA, Philippines",-40.8
148329,PH,Philippines,MIMAROPA,,2020-05-28,-45.0,-33.0,-36.0,-58.0,-31.0,21.0,"MIMAROPA, Philippines",-40.6
148330,PH,Philippines,MIMAROPA,,2020-05-29,-46.0,-33.0,-36.0,-62.0,-26.0,22.0,"MIMAROPA, Philippines",-40.6
148331,PH,Philippines,MIMAROPA,,2020-05-30,-51.0,-37.0,-41.0,-63.0,-7.0,16.0,"MIMAROPA, Philippines",-39.8
148332,PH,Philippines,MIMAROPA,,2020-05-31,-53.0,-42.0,-41.0,-67.0,-2.0,16.0,"MIMAROPA, Philippines",-41.0
148333,PH,Philippines,MIMAROPA,,2020-06-01,-41.0,-27.0,-34.0,-56.0,-27.0,19.0,"MIMAROPA, Philippines",-37.0
148334,PH,Philippines,MIMAROPA,,2020-06-02,-37.0,-23.0,-32.0,-58.0,-26.0,18.0,"MIMAROPA, Philippines",-35.2
148335,PH,Philippines,MIMAROPA,,2020-06-03,-37.0,-22.0,-32.0,-52.0,-27.0,19.0,"MIMAROPA, Philippines",-34.0
148336,PH,Philippines,MIMAROPA,,2020-06-04,-35.0,-22.0,-31.0,-50.0,-28.0,19.0,"MIMAROPA, Philippines",-33.2
148337,PH,Philippines,MIMAROPA,,2020-06-05,-39.0,-24.0,-31.0,-52.0,-23.0,20.0,"MIMAROPA, Philippines",-33.8
148338,PH,Philippines,Northern Mindanao,,2020-02-15,5.0,3.0,3.0,-2.0,7.0,0.0,"Northern Mindanao, Philippines",3.2
148339,PH,Philippines,Northern Mindanao,,2020-02-16,2.0,0.0,2.0,-1.0,1.0,1.0,"Northern Mindanao, Philippines",0.8
148340,PH,Philippines,Northern Mindanao,,2020-02-17,-2.0,-2.0,-5.0,-4.0,7.0,1.0,"Northern Mindanao, Philippines",-1.2
148341,PH,Philippines,Northern Mindanao,,2020-02-18,-1.0,-1.0,-1.0,-6.0,5.0,1.0,"Northern Mindanao, Philippines",-0.8
148342,PH,Philippines,Northern Mindanao,,2020-02-19,-2.0,-4.0,1.0,-4.0,5.0,1.0,"Northern Mindanao, Philippines",-0.8
148343,PH,Philippines,Northern Mindanao,,2020-02-20,-2.0,-3.0,-3.0,-7.0,5.0,1.0,"Northern Mindanao, Philippines",-2.0
148344,PH,Philippines,Northern Mindanao,,2020-02-21,-3.0,-5.0,-3.0,-2.0,6.0,1.0,"Northern Mindanao, Philippines",-1.4
148345,PH,Philippines,Northern Mindanao,,2020-02-22,1.0,-3.0,0.0,0.0,7.0,0.0,"Northern Mindanao, Philippines",1.0
148346,PH,Philippines,Northern Mindanao,,2020-02-23,0.0,-4.0,-2.0,-3.0,3.0,1.0,"Northern Mindanao, Philippines",-1.2
148347,PH,Philippines,Northern Mindanao,,2020-02-24,5.0,-2.0,5.0,0.0,4.0,1.0,"Northern Mindanao, Philippines",2.4
148348,PH,Philippines,Northern Mindanao,,2020-02-25,2.0,-5.0,15.0,2.0,-43.0,11.0,"Northern Mindanao, Philippines",-5.8
148349,PH,Philippines,Northern Mindanao,,2020-02-26,0.0,-3.0,0.0,-3.0,5.0,-1.0,"Northern Mindanao, Philippines",-0.2
148350,PH,Philippines,Northern Mindanao,,2020-02-27,-5.0,-4.0,-4.0,-6.0,3.0,1.0,"Northern Mindanao, Philippines",-3.2
148351,PH,Philippines,Northern Mindanao,,2020-02-28,-4.0,-5.0,-1.0,-5.0,6.0,1.0,"Northern Mindanao, Philippines",-1.8
148352,PH,Philippines,Northern Mindanao,,2020-02-29,3.0,2.0,0.0,-2.0,10.0,1.0,"Northern Mindanao, Philippines",2.6
148353,PH,Philippines,Northern Mindanao,,2020-03-01,3.0,4.0,2.0,1.0,6.0,1.0,"Northern Mindanao, Philippines",3.2
148354,PH,Philippines,Northern Mindanao,,2020-03-02,3.0,2.0,0.0,-3.0,10.0,1.0,"Northern Mindanao, Philippines",2.4
148355,PH,Philippines,Northern Mindanao,,2020-03-03,0.0,-2.0,1.0,-7.0,7.0,1.0,"Northern Mindanao, Philippines",-0.2
148356,PH,Philippines,Northern Mindanao,,2020-03-04,2.0,0.0,3.0,-2.0,6.0,1.0,"Northern Mindanao, Philippines",1.8
148357,PH,Philippines,Northern Mindanao,,2020-03-05,0.0,1.0,-1.0,-7.0,7.0,1.0,"Northern Mindanao, Philippines",0.0
148358,PH,Philippines,Northern Mindanao,,2020-03-06,-9.0,-9.0,-14.0,-11.0,6.0,3.0,"Northern Mindanao, Philippines",-7.4
148359,PH,Philippines,Northern Mindanao,,2020-03-07,-2.0,-2.0,-4.0,-4.0,11.0,2.0,"Northern Mindanao, Philippines",-0.2
148360,PH,Philippines,Northern Mindanao,,2020-03-08,-1.0,0.0,-1.0,-3.0,5.0,2.0,"Northern Mindanao, Philippines",0.0
148361,PH,Philippines,Northern Mindanao,,2020-03-09,2.0,2.0,1.0,-1.0,8.0,1.0,"Northern Mindanao, Philippines",2.4
148362,PH,Philippines,Northern Mindanao,,2020-03-10,0.0,0.0,2.0,-4.0,5.0,1.0,"Northern Mindanao, Philippines",0.6
148363,PH,Philippines,Northern Mindanao,,2020-03-11,0.0,3.0,4.0,-5.0,4.0,1.0,"Northern Mindanao, Philippines",1.2
148364,PH,Philippines,Northern Mindanao,,2020-03-12,-4.0,7.0,-4.0,-4.0,3.0,2.0,"Northern Mindanao, Philippines",-0.4
148365,PH,Philippines,Northern Mindanao,,2020-03-13,-10.0,3.0,-10.0,-2.0,0.0,5.0,"Northern Mindanao, Philippines",-3.8
148366,PH,Philippines,Northern Mindanao,,2020-03-14,-18.0,-3.0,-17.0,-6.0,-2.0,6.0,"Northern Mindanao, Philippines",-9.2
148367,PH,Philippines,Northern Mindanao,,2020-03-15,-31.0,-13.0,-26.0,-20.0,-7.0,8.0,"Northern Mindanao, Philippines",-19.4
148368,PH,Philippines,Northern Mindanao,,2020-03-16,-23.0,-6.0,-17.0,-21.0,-24.0,13.0,"Northern Mindanao, Philippines",-18.2
148369,PH,Philippines,Northern Mindanao,,2020-03-17,-43.0,-25.0,-24.0,-33.0,-35.0,16.0,"Northern Mindanao, Philippines",-32.0
148370,PH,Philippines,Northern Mindanao,,2020-03-18,-49.0,-28.0,-30.0,-41.0,-40.0,18.0,"Northern Mindanao, Philippines",-37.6
148371,PH,Philippines,Northern Mindanao,,2020-03-19,-54.0,-31.0,-33.0,-48.0,-43.0,20.0,"Northern Mindanao, Philippines",-41.8
148372,PH,Philippines,Northern Mindanao,,2020-03-20,-57.0,-35.0,-38.0,-51.0,-45.0,23.0,"Northern Mindanao, Philippines",-45.2
148373,PH,Philippines,Northern Mindanao,,2020-03-21,-65.0,-42.0,-48.0,-60.0,-37.0,20.0,"Northern Mindanao, Philippines",-50.4
148374,PH,Philippines,Northern Mindanao,,2020-03-22,-70.0,-48.0,-53.0,-64.0,-37.0,19.0,"Northern Mindanao, Philippines",-54.4
148375,PH,Philippines,Northern Mindanao,,2020-03-23,-62.0,-42.0,-43.0,-62.0,-52.0,26.0,"Northern Mindanao, Philippines",-52.2
148376,PH,Philippines,Northern Mindanao,,2020-03-24,-66.0,-48.0,-45.0,-65.0,-56.0,26.0,"Northern Mindanao, Philippines",-56.0
148377,PH,Philippines,Northern Mindanao,,2020-03-25,-65.0,-46.0,-44.0,-62.0,-56.0,26.0,"Northern Mindanao, Philippines",-54.6
148378,PH,Philippines,Northern Mindanao,,2020-03-26,-68.0,-48.0,-48.0,-67.0,-58.0,27.0,"Northern Mindanao, Philippines",-57.8
148379,PH,Philippines,Northern Mindanao,,2020-03-27,-70.0,-50.0,-51.0,-69.0,-56.0,30.0,"Northern Mindanao, Philippines",-59.2
148380,PH,Philippines,Northern Mindanao,,2020-03-28,-71.0,-50.0,-56.0,-67.0,-45.0,25.0,"Northern Mindanao, Philippines",-57.8
148381,PH,Philippines,Northern Mindanao,,2020-03-29,-75.0,-56.0,-58.0,-69.0,-39.0,22.0,"Northern Mindanao, Philippines",-59.4
148382,PH,Philippines,Northern Mindanao,,2020-03-30,-68.0,-52.0,-46.0,-67.0,-58.0,29.0,"Northern Mindanao, Philippines",-58.2
148383,PH,Philippines,Northern Mindanao,,2020-03-31,-68.0,-52.0,-47.0,-65.0,-59.0,27.0,"Northern Mindanao, Philippines",-58.2
148384,PH,Philippines,Northern Mindanao,,2020-04-01,-69.0,-52.0,-44.0,-66.0,-59.0,27.0,"Northern Mindanao, Philippines",-58.0
148385,PH,Philippines,Northern Mindanao,,2020-04-02,-70.0,-51.0,-47.0,-65.0,-59.0,28.0,"Northern Mindanao, Philippines",-58.4
148386,PH,Philippines,Northern Mindanao,,2020-04-03,-71.0,-53.0,-50.0,-70.0,-58.0,30.0,"Northern Mindanao, Philippines",-60.4
148387,PH,Philippines,Northern Mindanao,,2020-04-04,-72.0,-53.0,-55.0,-68.0,-46.0,25.0,"Northern Mindanao, Philippines",-58.8
148388,PH,Philippines,Northern Mindanao,,2020-04-05,-73.0,-56.0,-58.0,-68.0,-38.0,22.0,"Northern Mindanao, Philippines",-58.6
148389,PH,Philippines,Northern Mindanao,,2020-04-06,-66.0,-48.0,-46.0,-64.0,-57.0,28.0,"Northern Mindanao, Philippines",-56.2
148390,PH,Philippines,Northern Mindanao,,2020-04-07,-66.0,-48.0,-46.0,-64.0,-59.0,27.0,"Northern Mindanao, Philippines",-56.6
148391,PH,Philippines,Northern Mindanao,,2020-04-08,-63.0,-41.0,-42.0,-60.0,-58.0,25.0,"Northern Mindanao, Philippines",-52.8
148392,PH,Philippines,Northern Mindanao,,2020-04-09,-79.0,-60.0,-51.0,-72.0,-74.0,32.0,"Northern Mindanao, Philippines",-67.2
148393,PH,Philippines,Northern Mindanao,,2020-04-10,-88.0,-78.0,-61.0,-85.0,-77.0,39.0,"Northern Mindanao, Philippines",-77.8
148394,PH,Philippines,Northern Mindanao,,2020-04-11,-76.0,-58.0,-60.0,-72.0,-54.0,27.0,"Northern Mindanao, Philippines",-64.0
148395,PH,Philippines,Northern Mindanao,,2020-04-12,-75.0,-57.0,-59.0,-69.0,-39.0,22.0,"Northern Mindanao, Philippines",-59.8
148396,PH,Philippines,Northern Mindanao,,2020-04-13,-65.0,-46.0,-46.0,-68.0,-56.0,29.0,"Northern Mindanao, Philippines",-56.2
148397,PH,Philippines,Northern Mindanao,,2020-04-14,-67.0,-50.0,-47.0,-68.0,-58.0,28.0,"Northern Mindanao, Philippines",-58.0
148398,PH,Philippines,Northern Mindanao,,2020-04-15,-66.0,-49.0,-47.0,-68.0,-56.0,28.0,"Northern Mindanao, Philippines",-57.2
148399,PH,Philippines,Northern Mindanao,,2020-04-16,-66.0,-48.0,-49.0,-67.0,-57.0,28.0,"Northern Mindanao, Philippines",-57.4
148400,PH,Philippines,Northern Mindanao,,2020-04-17,-70.0,-52.0,-50.0,-71.0,-55.0,31.0,"Northern Mindanao, Philippines",-59.6
148401,PH,Philippines,Northern Mindanao,,2020-04-18,-72.0,-55.0,-57.0,-69.0,-43.0,25.0,"Northern Mindanao, Philippines",-59.2
148402,PH,Philippines,Northern Mindanao,,2020-04-19,-74.0,-57.0,-61.0,-72.0,-37.0,22.0,"Northern Mindanao, Philippines",-60.2
148403,PH,Philippines,Northern Mindanao,,2020-04-20,-68.0,-53.0,-49.0,-69.0,-55.0,30.0,"Northern Mindanao, Philippines",-58.8
148404,PH,Philippines,Northern Mindanao,,2020-04-21,-68.0,-52.0,-48.0,-67.0,-56.0,28.0,"Northern Mindanao, Philippines",-58.2
148405,PH,Philippines,Northern Mindanao,,2020-04-22,-68.0,-52.0,-49.0,-68.0,-55.0,27.0,"Northern Mindanao, Philippines",-58.4
148406,PH,Philippines,Northern Mindanao,,2020-04-23,-69.0,-52.0,-49.0,-70.0,-57.0,28.0,"Northern Mindanao, Philippines",-59.4
148407,PH,Philippines,Northern Mindanao,,2020-04-24,-71.0,-55.0,-50.0,-71.0,-54.0,30.0,"Northern Mindanao, Philippines",-60.2
148408,PH,Philippines,Northern Mindanao,,2020-04-25,-73.0,-57.0,-57.0,-70.0,-41.0,25.0,"Northern Mindanao, Philippines",-59.6
148409,PH,Philippines,Northern Mindanao,,2020-04-26,-76.0,-60.0,-61.0,-71.0,-35.0,23.0,"Northern Mindanao, Philippines",-60.6
148410,PH,Philippines,Northern Mindanao,,2020-04-27,-64.0,-50.0,-47.0,-64.0,-52.0,28.0,"Northern Mindanao, Philippines",-55.4
148411,PH,Philippines,Northern Mindanao,,2020-04-28,-65.0,-49.0,-46.0,-61.0,-53.0,27.0,"Northern Mindanao, Philippines",-54.8
148412,PH,Philippines,Northern Mindanao,,2020-04-29,-64.0,-49.0,-45.0,-62.0,-51.0,25.0,"Northern Mindanao, Philippines",-54.2
148413,PH,Philippines,Northern Mindanao,,2020-04-30,-62.0,-44.0,-44.0,-61.0,-51.0,26.0,"Northern Mindanao, Philippines",-52.4
148414,PH,Philippines,Northern Mindanao,,2020-05-01,-67.0,-49.0,-49.0,-66.0,-62.0,32.0,"Northern Mindanao, Philippines",-58.6
148415,PH,Philippines,Northern Mindanao,,2020-05-02,-66.0,-48.0,-52.0,-64.0,-36.0,23.0,"Northern Mindanao, Philippines",-53.2
148416,PH,Philippines,Northern Mindanao,,2020-05-03,-73.0,-57.0,-58.0,-68.0,-31.0,21.0,"Northern Mindanao, Philippines",-57.4
148417,PH,Philippines,Northern Mindanao,,2020-05-04,-56.0,-40.0,-41.0,-59.0,-45.0,25.0,"Northern Mindanao, Philippines",-48.2
148418,PH,Philippines,Northern Mindanao,,2020-05-05,-55.0,-40.0,-39.0,-58.0,-46.0,24.0,"Northern Mindanao, Philippines",-47.6
148419,PH,Philippines,Northern Mindanao,,2020-05-06,-53.0,-36.0,-39.0,-54.0,-45.0,24.0,"Northern Mindanao, Philippines",-45.4
148420,PH,Philippines,Northern Mindanao,,2020-05-07,-57.0,-38.0,-39.0,-57.0,-45.0,25.0,"Northern Mindanao, Philippines",-47.2
148421,PH,Philippines,Northern Mindanao,,2020-05-08,-57.0,-39.0,-43.0,-59.0,-42.0,27.0,"Northern Mindanao, Philippines",-48.0
148422,PH,Philippines,Northern Mindanao,,2020-05-09,-58.0,-38.0,-49.0,-58.0,-28.0,22.0,"Northern Mindanao, Philippines",-46.2
148423,PH,Philippines,Northern Mindanao,,2020-05-10,-60.0,-41.0,-49.0,-59.0,-21.0,18.0,"Northern Mindanao, Philippines",-46.0
148424,PH,Philippines,Northern Mindanao,,2020-05-11,-53.0,-36.0,-41.0,-56.0,-42.0,25.0,"Northern Mindanao, Philippines",-45.6
148425,PH,Philippines,Northern Mindanao,,2020-05-12,-54.0,-37.0,-37.0,-55.0,-43.0,24.0,"Northern Mindanao, Philippines",-45.2
148426,PH,Philippines,Northern Mindanao,,2020-05-13,-52.0,-37.0,-37.0,-54.0,-42.0,23.0,"Northern Mindanao, Philippines",-44.4
148427,PH,Philippines,Northern Mindanao,,2020-05-14,-55.0,-37.0,-39.0,-58.0,-43.0,24.0,"Northern Mindanao, Philippines",-46.4
148428,PH,Philippines,Northern Mindanao,,2020-05-15,-55.0,-36.0,-39.0,-58.0,-40.0,24.0,"Northern Mindanao, Philippines",-45.6
148429,PH,Philippines,Northern Mindanao,,2020-05-16,-53.0,-33.0,-45.0,-54.0,-24.0,20.0,"Northern Mindanao, Philippines",-41.8
148430,PH,Philippines,Northern Mindanao,,2020-05-17,-61.0,-41.0,-52.0,-58.0,-21.0,19.0,"Northern Mindanao, Philippines",-46.6
148431,PH,Philippines,Northern Mindanao,,2020-05-18,-44.0,-27.0,-34.0,-49.0,-37.0,23.0,"Northern Mindanao, Philippines",-38.2
148432,PH,Philippines,Northern Mindanao,,2020-05-19,-47.0,-31.0,-34.0,-50.0,-40.0,22.0,"Northern Mindanao, Philippines",-40.4
148433,PH,Philippines,Northern Mindanao,,2020-05-20,-46.0,-30.0,-35.0,-49.0,-38.0,22.0,"Northern Mindanao, Philippines",-39.6
148434,PH,Philippines,Northern Mindanao,,2020-05-21,-49.0,-29.0,-33.0,-51.0,-40.0,22.0,"Northern Mindanao, Philippines",-40.4
148435,PH,Philippines,Northern Mindanao,,2020-05-22,-55.0,-37.0,-41.0,-56.0,-38.0,25.0,"Northern Mindanao, Philippines",-45.4
148436,PH,Philippines,Northern Mindanao,,2020-05-23,-56.0,-37.0,-49.0,-56.0,-23.0,20.0,"Northern Mindanao, Philippines",-44.2
148437,PH,Philippines,Northern Mindanao,,2020-05-24,-60.0,-40.0,-51.0,-57.0,-17.0,18.0,"Northern Mindanao, Philippines",-45.0
148438,PH,Philippines,Northern Mindanao,,2020-05-25,-51.0,-33.0,-38.0,-51.0,-56.0,28.0,"Northern Mindanao, Philippines",-45.8
148439,PH,Philippines,Northern Mindanao,,2020-05-26,-47.0,-31.0,-33.0,-47.0,-37.0,21.0,"Northern Mindanao, Philippines",-39.0
148440,PH,Philippines,Northern Mindanao,,2020-05-27,-48.0,-31.0,-33.0,-47.0,-37.0,22.0,"Northern Mindanao, Philippines",-39.2
148441,PH,Philippines,Northern Mindanao,,2020-05-28,-48.0,-28.0,-35.0,-48.0,-37.0,22.0,"Northern Mindanao, Philippines",-39.2
148442,PH,Philippines,Northern Mindanao,,2020-05-29,-48.0,-29.0,-39.0,-51.0,-34.0,24.0,"Northern Mindanao, Philippines",-40.2
148443,PH,Philippines,Northern Mindanao,,2020-05-30,-50.0,-31.0,-43.0,-53.0,-17.0,17.0,"Northern Mindanao, Philippines",-38.8
148444,PH,Philippines,Northern Mindanao,,2020-05-31,-56.0,-36.0,-48.0,-54.0,-13.0,17.0,"Northern Mindanao, Philippines",-41.4
148445,PH,Philippines,Northern Mindanao,,2020-06-01,-36.0,-18.0,-27.0,-44.0,-31.0,20.0,"Northern Mindanao, Philippines",-31.2
148446,PH,Philippines,Northern Mindanao,,2020-06-02,-40.0,-23.0,-27.0,-44.0,-33.0,20.0,"Northern Mindanao, Philippines",-33.4
148447,PH,Philippines,Northern Mindanao,,2020-06-03,-35.0,-18.0,-24.0,-38.0,-32.0,19.0,"Northern Mindanao, Philippines",-29.4
148448,PH,Philippines,Northern Mindanao,,2020-06-04,-39.0,-20.0,-27.0,-41.0,-33.0,20.0,"Northern Mindanao, Philippines",-32.0
148449,PH,Philippines,Northern Mindanao,,2020-06-05,-40.0,-23.0,-28.0,-44.0,-30.0,21.0,"Northern Mindanao, Philippines",-33.0
148450,PH,Philippines,SOCCSKSARGEN,,2020-02-15,2.0,6.0,0.0,-1.0,2.0,0.0,"Region XII, Philippines",1.8
148451,PH,Philippines,SOCCSKSARGEN,,2020-02-16,2.0,2.0,2.0,0.0,0.0,0.0,"Region XII, Philippines",1.2
148452,PH,Philippines,SOCCSKSARGEN,,2020-02-17,-1.0,2.0,1.0,0.0,2.0,1.0,"Region XII, Philippines",0.8
148453,PH,Philippines,SOCCSKSARGEN,,2020-02-18,-3.0,2.0,2.0,-4.0,2.0,0.0,"Region XII, Philippines",-0.2
148454,PH,Philippines,SOCCSKSARGEN,,2020-02-19,-6.0,-3.0,2.0,1.0,3.0,0.0,"Region XII, Philippines",-0.6
148455,PH,Philippines,SOCCSKSARGEN,,2020-02-20,-4.0,-1.0,-2.0,0.0,2.0,1.0,"Region XII, Philippines",-1.0
148456,PH,Philippines,SOCCSKSARGEN,,2020-02-21,-4.0,-4.0,1.0,-2.0,4.0,1.0,"Region XII, Philippines",-1.0
148457,PH,Philippines,SOCCSKSARGEN,,2020-02-22,0.0,3.0,-2.0,1.0,3.0,1.0,"Region XII, Philippines",1.0
148458,PH,Philippines,SOCCSKSARGEN,,2020-02-23,1.0,2.0,2.0,0.0,1.0,2.0,"Region XII, Philippines",1.2
148459,PH,Philippines,SOCCSKSARGEN,,2020-02-24,0.0,1.0,-1.0,4.0,3.0,0.0,"Region XII, Philippines",1.4
148460,PH,Philippines,SOCCSKSARGEN,,2020-02-25,2.0,6.0,3.0,-2.0,-43.0,11.0,"Region XII, Philippines",-6.8
148461,PH,Philippines,SOCCSKSARGEN,,2020-02-26,0.0,1.0,4.0,6.0,4.0,-1.0,"Region XII, Philippines",3.0
148462,PH,Philippines,SOCCSKSARGEN,,2020-02-27,1.0,1.0,-6.0,3.0,-14.0,5.0,"Region XII, Philippines",-3.0
148463,PH,Philippines,SOCCSKSARGEN,,2020-02-28,-2.0,-2.0,-3.0,-6.0,5.0,1.0,"Region XII, Philippines",-1.6
148464,PH,Philippines,SOCCSKSARGEN,,2020-02-29,2.0,6.0,-7.0,-2.0,7.0,1.0,"Region XII, Philippines",1.2
148465,PH,Philippines,SOCCSKSARGEN,,2020-03-01,6.0,6.0,1.0,1.0,6.0,2.0,"Region XII, Philippines",4.0
148466,PH,Philippines,SOCCSKSARGEN,,2020-03-02,3.0,4.0,-3.0,1.0,5.0,1.0,"Region XII, Philippines",2.0
148467,PH,Philippines,SOCCSKSARGEN,,2020-03-03,2.0,5.0,1.0,1.0,4.0,0.0,"Region XII, Philippines",2.6
148468,PH,Philippines,SOCCSKSARGEN,,2020-03-04,3.0,3.0,0.0,5.0,5.0,1.0,"Region XII, Philippines",3.2
148469,PH,Philippines,SOCCSKSARGEN,,2020-03-05,0.0,-2.0,-5.0,3.0,4.0,2.0,"Region XII, Philippines",0.0
148470,PH,Philippines,SOCCSKSARGEN,,2020-03-06,-2.0,1.0,-5.0,0.0,4.0,1.0,"Region XII, Philippines",-0.4
148471,PH,Philippines,SOCCSKSARGEN,,2020-03-07,0.0,5.0,-1.0,7.0,5.0,1.0,"Region XII, Philippines",3.2
148472,PH,Philippines,SOCCSKSARGEN,,2020-03-08,1.0,5.0,6.0,4.0,4.0,2.0,"Region XII, Philippines",4.0
148473,PH,Philippines,SOCCSKSARGEN,,2020-03-09,-2.0,3.0,-3.0,8.0,5.0,1.0,"Region XII, Philippines",2.2
148474,PH,Philippines,SOCCSKSARGEN,,2020-03-10,-1.0,6.0,3.0,5.0,5.0,1.0,"Region XII, Philippines",3.6
148475,PH,Philippines,SOCCSKSARGEN,,2020-03-11,1.0,4.0,0.0,6.0,5.0,1.0,"Region XII, Philippines",3.2
148476,PH,Philippines,SOCCSKSARGEN,,2020-03-12,-4.0,3.0,2.0,1.0,4.0,1.0,"Region XII, Philippines",1.2
148477,PH,Philippines,SOCCSKSARGEN,,2020-03-13,-5.0,10.0,-6.0,2.0,6.0,2.0,"Region XII, Philippines",1.4
148478,PH,Philippines,SOCCSKSARGEN,,2020-03-14,-15.0,2.0,-16.0,-1.0,-2.0,6.0,"Region XII, Philippines",-6.4
148479,PH,Philippines,SOCCSKSARGEN,,2020-03-15,-26.0,-10.0,-18.0,-15.0,-5.0,8.0,"Region XII, Philippines",-14.8
148480,PH,Philippines,SOCCSKSARGEN,,2020-03-16,-21.0,-7.0,-16.0,-13.0,-27.0,13.0,"Region XII, Philippines",-16.8
148481,PH,Philippines,SOCCSKSARGEN,,2020-03-17,-31.0,-16.0,-22.0,-27.0,-34.0,15.0,"Region XII, Philippines",-26.0
148482,PH,Philippines,SOCCSKSARGEN,,2020-03-18,-34.0,-17.0,-25.0,-27.0,-38.0,17.0,"Region XII, Philippines",-28.2
