,country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,address,non_residential_change_from_baseline
51840,FR,France,Brittany,,2020-04-30,-72.0,-12.0,-47.0,-74.0,-57.0,26.0,"Brittany, France",-52.4
51841,FR,France,Brittany,,2020-05-01,-91.0,-90.0,-54.0,-86.0,-87.0,42.0,"Brittany, France",-81.6
51842,FR,France,Brittany,,2020-05-02,-78.0,-27.0,-65.0,-75.0,-42.0,21.0,"Brittany, France",-57.4
51843,FR,France,Brittany,,2020-05-03,-78.0,-60.0,-67.0,-74.0,-37.0,15.0,"Brittany, France",-63.2
51844,FR,France,Brittany,,2020-05-04,-70.0,-27.0,-36.0,-70.0,-55.0,24.0,"Brittany, France",-51.6
51845,FR,France,Brittany,,2020-05-05,-69.0,-24.0,-33.0,-67.0,-55.0,25.0,"Brittany, France",-49.6
51846,FR,France,Brittany,,2020-05-06,-72.0,-27.0,-40.0,-67.0,-51.0,22.0,"Brittany, France",-51.4
51847,FR,France,Brittany,,2020-05-07,-66.0,-8.0,-25.0,-67.0,-52.0,23.0,"Brittany, France",-43.6
51848,FR,France,Brittany,,2020-05-08,-85.0,-71.0,-43.0,-82.0,-82.0,38.0,"Brittany, France",-72.6
51849,FR,France,Brittany,,2020-05-09,-75.0,-25.0,-55.0,-69.0,-34.0,19.0,"Brittany, France",-51.6
51850,FR,France,Brittany,,2020-05-10,-74.0,-50.0,-66.0,-71.0,-29.0,14.0,"Brittany, France",-58.0
51851,FR,France,Brittany,,2020-05-11,-38.0,-5.0,16.0,-46.0,-41.0,15.0,"Brittany, France",-22.8
51852,FR,France,Brittany,,2020-05-12,-39.0,-2.0,28.0,-42.0,-40.0,16.0,"Brittany, France",-19.0
51853,FR,France,Brittany,,2020-05-13,-45.0,-8.0,3.0,-44.0,-39.0,14.0,"Brittany, France",-26.6
51854,FR,France,Brittany,,2020-05-14,-43.0,-2.0,25.0,-44.0,-39.0,15.0,"Brittany, France",-20.6
51855,FR,France,Brittany,,2020-05-15,-46.0,-4.0,25.0,-46.0,-38.0,17.0,"Brittany, France",-21.8
51856,FR,France,Brittany,,2020-05-16,-47.0,-9.0,49.0,-30.0,-14.0,7.0,"Brittany, France",-10.2
51857,FR,France,Brittany,,2020-05-17,-46.0,-10.0,56.0,-34.0,-4.0,2.0,"Brittany, France",-7.6
